year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,9,4,946,931,15,1235,1235,0,B6,271,N633JB,LGA,FLL,140,1076,9,31,2013-09-04T13:00:00Z
2013,9,4,947,950,-3,1117,1120,-3,WN,172,N252WN,LGA,MKE,108,738,9,50,2013-09-04T13:00:00Z
2013,9,4,948,955,-7,1056,1110,-14,B6,586,N216JB,JFK,ROC,47,264,9,55,2013-09-04T13:00:00Z
2013,9,4,949,936,13,1142,1150,-8,EV,4495,N16571,EWR,SAV,96,708,9,36,2013-09-04T13:00:00Z
2013,9,4,951,959,-8,1053,1133,-40,UA,673,N454UA,LGA,ORD,102,733,9,59,2013-09-04T13:00:00Z
2013,9,4,951,1000,-9,1057,1115,-18,US,2142,N967UW,LGA,BOS,39,184,10,0,2013-09-04T14:00:00Z
2013,9,4,951,1000,-9,1103,1120,-17,US,2175,N746UW,LGA,DCA,47,214,10,0,2013-09-04T14:00:00Z
2013,9,4,952,959,-7,1118,1144,-26,AA,1030,N456AA,LGA,STL,117,888,9,59,2013-09-04T13:00:00Z
2013,9,4,953,955,-2,1252,1310,-18,UA,642,N510UA,JFK,SFO,324,2586,9,55,2013-09-04T13:00:00Z
2013,9,4,954,959,-5,1141,1207,-26,US,2054,N770UW,LGA,CLT,79,544,9,59,2013-09-04T13:00:00Z
2013,9,4,955,1000,-5,1211,1237,-26,DL,1847,N978DL,LGA,ATL,104,762,10,0,2013-09-04T14:00:00Z
2013,9,4,956,1000,-4,1223,1304,-41,UA,1228,N37434,EWR,LAX,303,2454,10,0,2013-09-04T14:00:00Z
2013,9,4,957,1000,-3,1102,1128,-26,UA,301,N853UA,EWR,ORD,104,719,10,0,2013-09-04T14:00:00Z
2013,9,4,958,1010,-12,1218,1240,-22,MQ,3644,N521MQ,LGA,ATL,105,762,10,10,2013-09-04T14:00:00Z
2013,9,4,959,1005,-6,1216,1236,-20,B6,411,N657JB,JFK,LAS,278,2248,10,5,2013-09-04T14:00:00Z
2013,9,4,959,1005,-6,1200,1209,-9,DL,2319,N3732J,LGA,MSP,141,1020,10,5,2013-09-04T14:00:00Z
2013,9,4,1002,1010,-8,1120,1135,-15,MQ,3670,N507MQ,LGA,BNA,101,764,10,10,2013-09-04T14:00:00Z
2013,9,4,1005,1000,5,1138,1133,5,FL,353,N946AT,LGA,CAK,62,397,10,0,2013-09-04T14:00:00Z
2013,9,4,1012,1020,-8,1245,1310,-25,B6,925,N591JB,JFK,TPA,133,1005,10,20,2013-09-04T14:00:00Z
2013,9,4,1012,1015,-3,1218,1212,6,US,2067,N124US,JFK,CLT,93,541,10,15,2013-09-04T14:00:00Z
2013,9,4,1013,1019,-6,1206,1218,-12,EV,4255,N13997,EWR,CHS,95,628,10,19,2013-09-04T14:00:00Z
2013,9,4,1015,1015,0,1118,1139,-21,EV,4198,N11127,EWR,BNA,105,748,10,15,2013-09-04T14:00:00Z
2013,9,4,1015,1020,-5,1302,1309,-7,B6,53,N760JB,JFK,PBI,146,1028,10,20,2013-09-04T14:00:00Z
2013,9,4,1015,1019,-4,1311,1341,-30,UA,1212,N14230,EWR,SFO,333,2565,10,19,2013-09-04T14:00:00Z
2013,9,4,1017,1024,-7,1123,1136,-13,UA,519,N837UA,EWR,BOS,42,200,10,24,2013-09-04T14:00:00Z
2013,9,4,1018,1025,-7,1121,1140,-19,MQ,3611,N517MQ,EWR,ORD,103,719,10,25,2013-09-04T14:00:00Z
2013,9,4,1019,1030,-11,1244,1325,-41,AA,19,N339AA,JFK,LAX,302,2475,10,30,2013-09-04T14:00:00Z
2013,9,4,1019,1026,-7,1124,1130,-6,B6,518,N178JB,JFK,BOS,40,187,10,26,2013-09-04T14:00:00Z
2013,9,4,1019,1020,-1,1154,1211,-17,US,1745,N555AY,EWR,CLT,78,529,10,20,2013-09-04T14:00:00Z
2013,9,4,1021,1029,-8,1133,1214,-41,AA,325,N4XFAA,LGA,ORD,105,733,10,29,2013-09-04T14:00:00Z
2013,9,4,1021,1030,-9,1316,1340,-24,VX,187,N621VA,EWR,SFO,333,2565,10,30,2013-09-04T14:00:00Z
2013,9,4,1023,1029,-6,1204,1239,-35,US,604,N653AW,EWR,PHX,265,2133,10,29,2013-09-04T14:00:00Z
2013,9,4,1024,1029,-5,1128,1149,-21,EV,4510,N11121,EWR,MKE,106,725,10,29,2013-09-04T14:00:00Z
2013,9,4,1024,1030,-6,1256,1314,-18,B6,483,N625JB,JFK,MCO,126,944,10,30,2013-09-04T14:00:00Z
2013,9,4,1027,1029,-2,1227,1244,-17,DL,1529,N372DA,JFK,LAS,279,2248,10,29,2013-09-04T14:00:00Z
2013,9,4,1030,1038,-8,1220,1247,-27,EV,4237,N34111,EWR,OMA,155,1134,10,38,2013-09-04T14:00:00Z
2013,9,4,1031,1030,1,1333,1350,-17,VX,23,N638VA,JFK,SFO,339,2586,10,30,2013-09-04T14:00:00Z
2013,9,4,1034,1029,5,1229,1249,-20,US,625,N524UW,JFK,PHX,273,2153,10,29,2013-09-04T14:00:00Z
2013,9,4,1035,1030,5,1249,1331,-42,UA,1257,N76288,LGA,IAH,179,1416,10,30,2013-09-04T14:00:00Z
2013,9,4,1035,1040,-5,1235,1308,-33,UA,1409,N77295,EWR,LAS,278,2227,10,40,2013-09-04T14:00:00Z
2013,9,4,1036,1025,11,1300,1325,-25,AA,1131,N3FTAA,LGA,DFW,180,1389,10,25,2013-09-04T14:00:00Z
2013,9,4,1039,1045,-6,1150,1202,-12,B6,2602,N190JB,JFK,BUF,57,301,10,45,2013-09-04T14:00:00Z
2013,9,4,1039,1010,29,1143,1126,17,EV,5711,N820AS,JFK,IAD,43,228,10,10,2013-09-04T14:00:00Z
2013,9,4,1039,1030,9,1240,1247,-7,DL,2343,N762NC,EWR,ATL,101,746,10,30,2013-09-04T14:00:00Z
2013,9,4,1042,1050,-8,1229,1250,-21,MQ,3689,N522MQ,LGA,DTW,74,502,10,50,2013-09-04T14:00:00Z
2013,9,4,1042,1045,-3,1314,1349,-35,UA,1415,N37427,EWR,LAX,307,2454,10,45,2013-09-04T14:00:00Z
2013,9,4,1049,1100,-11,1154,1218,-24,US,2177,N723UW,LGA,DCA,41,214,11,0,2013-09-04T15:00:00Z
2013,9,4,1051,1100,-9,1212,1243,-31,EV,4628,N13566,EWR,STL,125,872,11,0,2013-09-04T15:00:00Z
2013,9,4,1052,1030,22,1334,1335,-1,AA,179,N338AA,JFK,SFO,323,2586,10,30,2013-09-04T14:00:00Z
2013,9,4,1052,1100,-8,1157,1215,-18,US,2144,N959UW,LGA,BOS,41,184,11,0,2013-09-04T15:00:00Z
2013,9,4,1053,1100,-7,1303,1339,-36,DL,1647,N681DA,LGA,ATL,100,762,11,0,2013-09-04T15:00:00Z
2013,9,4,1053,1100,-7,1240,1308,-28,DL,2449,N320NB,LGA,DTW,74,502,11,0,2013-09-04T15:00:00Z
2013,9,4,1054,1100,-6,1225,1245,-20,9E,3475,N920XJ,EWR,DTW,75,488,11,0,2013-09-04T15:00:00Z
2013,9,4,1054,1055,-1,1343,1353,-10,B6,1,N636JB,JFK,FLL,142,1069,10,55,2013-09-04T14:00:00Z
2013,9,4,1054,1105,-11,1406,1419,-13,DL,954,N362NW,LGA,FLL,151,1076,11,5,2013-09-04T15:00:00Z
2013,9,4,1057,1100,-3,1305,1329,-24,DL,914,N317NB,LGA,DEN,214,1620,11,0,2013-09-04T15:00:00Z
2013,9,4,1057,1059,-2,1240,1254,-14,MQ,3281,N735MQ,LGA,CMH,74,479,10,59,2013-09-04T14:00:00Z
2013,9,4,1058,1058,0,1312,1338,-26,UA,1482,N57868,EWR,IAH,171,1400,10,58,2013-09-04T14:00:00Z
2013,9,4,1101,1105,-4,1330,1353,-23,DL,695,N970DL,JFK,MCO,126,944,11,5,2013-09-04T15:00:00Z
2013,9,4,1104,1000,64,1211,1131,40,EV,5736,N834AS,LGA,IAD,44,229,10,0,2013-09-04T14:00:00Z
2013,9,4,1104,1115,-11,1248,1255,-7,MQ,3466,N0EGMQ,LGA,RDU,68,431,11,15,2013-09-04T15:00:00Z
2013,9,4,1107,1110,-3,1405,1430,-25,AA,1599,N3HBAA,LGA,MIA,149,1096,11,10,2013-09-04T15:00:00Z
2013,9,4,1110,1115,-5,1348,1408,-20,DL,1275,N3767,JFK,SLC,253,1990,11,15,2013-09-04T15:00:00Z
2013,9,4,1113,1114,-1,1333,1345,-12,EV,4679,N14543,EWR,JAX,116,820,11,14,2013-09-04T15:00:00Z
2013,9,4,1113,1100,13,1219,1235,-16,WN,51,N454WN,LGA,MDW,101,725,11,0,2013-09-04T15:00:00Z
2013,9,4,1114,1110,4,1252,1311,-19,EV,5373,N608QX,LGA,GSO,68,461,11,10,2013-09-04T15:00:00Z
2013,9,4,1116,1128,-12,1212,1230,-18,B6,2380,N373JB,EWR,BOS,38,200,11,28,2013-09-04T15:00:00Z
2013,9,4,1116,1125,-9,1238,1310,-32,AA,327,N3CWAA,LGA,ORD,107,733,11,25,2013-09-04T15:00:00Z
2013,9,4,1117,1115,2,1405,1428,-23,9E,3493,N934XJ,LGA,SRQ,139,1047,11,15,2013-09-04T15:00:00Z
2013,9,4,1118,1105,13,1220,1215,5,MQ,3230,N5PBMQ,JFK,DCA,43,213,11,5,2013-09-04T15:00:00Z
2013,9,4,1118,1130,-12,1324,1334,-10,US,1951,N737US,LGA,CLT,81,544,11,30,2013-09-04T15:00:00Z
2013,9,4,1120,1125,-5,1237,1300,-23,WN,1517,N931WN,LGA,BNA,107,764,11,25,2013-09-04T15:00:00Z
2013,9,4,1121,843,158,1314,1105,129,EV,5357,N751EV,LGA,CVG,88,585,8,43,2013-09-04T12:00:00Z
2013,9,4,1122,1129,-7,1359,1429,-30,AA,1139,N3BYAA,LGA,DFW,176,1389,11,29,2013-09-04T15:00:00Z
2013,9,4,1123,1118,5,1335,1342,-7,UA,1708,N73275,LGA,DEN,218,1620,11,18,2013-09-04T15:00:00Z
2013,9,4,1125,1130,-5,1301,1327,-26,EV,5327,N232PQ,EWR,MSP,139,1008,11,30,2013-09-04T15:00:00Z
2013,9,4,1125,1129,-4,1328,1400,-32,B6,1211,N588JB,JFK,LAS,283,2248,11,29,2013-09-04T15:00:00Z
2013,9,4,1125,1100,25,1230,1223,7,UA,654,N826UA,EWR,ORD,110,719,11,0,2013-09-04T15:00:00Z
2013,9,4,1127,1129,-2,1356,1405,-9,B6,127,N523JB,EWR,MCO,126,937,11,29,2013-09-04T15:00:00Z
2013,9,4,1129,1130,-1,1256,1305,-9,EV,4662,N14198,EWR,RDU,69,416,11,30,2013-09-04T15:00:00Z
2013,9,4,1133,1137,-4,1329,1344,-15,DL,2219,N941DL,LGA,MSP,145,1020,11,37,2013-09-04T15:00:00Z
2013,9,4,1139,1145,-6,1429,1456,-27,DL,1174,N335NB,LGA,PBI,143,1035,11,45,2013-09-04T15:00:00Z
2013,9,4,1140,1145,-5,1334,1400,-26,DL,401,N336NB,EWR,ATL,96,746,11,45,2013-09-04T15:00:00Z
2013,9,4,1142,1153,-11,1223,1250,-27,EV,3847,N14180,EWR,BDL,24,116,11,53,2013-09-04T15:00:00Z
2013,9,4,1146,1151,-5,1331,1400,-29,EV,4567,N16112,EWR,MCI,147,1092,11,51,2013-09-04T15:00:00Z
2013,9,4,1147,1147,0,1445,1505,-20,UA,1246,N30401,EWR,SFO,332,2565,11,47,2013-09-04T15:00:00Z
2013,9,4,1149,1150,-1,1353,1415,-22,WN,1090,N950WN,LGA,DEN,217,1620,11,50,2013-09-04T15:00:00Z
2013,9,4,1149,1200,-11,1307,1334,-27,UA,255,N844UA,LGA,ORD,110,733,12,0,2013-09-04T16:00:00Z
2013,9,4,1150,1156,-6,1420,1441,-21,UA,1519,N14106,EWR,MCO,128,937,11,56,2013-09-04T15:00:00Z
2013,9,4,1151,1159,-8,1242,1259,-17,B6,1191,N348JB,JFK,ACK,36,199,11,59,2013-09-04T15:00:00Z
2013,9,4,1151,1159,-8,1300,1309,-9,MQ,3386,N848MQ,JFK,DCA,51,213,11,59,2013-09-04T15:00:00Z
2013,9,4,1151,1200,-9,1259,1311,-12,US,2146,N957UW,LGA,BOS,42,184,12,0,2013-09-04T16:00:00Z
2013,9,4,1152,1204,-12,1346,1423,-37,UA,998,N435UA,EWR,PHX,263,2133,12,4,2013-09-04T16:00:00Z
2013,9,4,1153,1200,-7,1300,1317,-17,US,2179,N730US,LGA,DCA,44,214,12,0,2013-09-04T16:00:00Z
2013,9,4,1154,1200,-6,1412,1455,-43,AA,3,N336AA,JFK,LAX,300,2475,12,0,2013-09-04T16:00:00Z
2013,9,4,1155,1159,-4,1451,1514,-23,AA,1256,N3KDAA,LGA,MIA,147,1096,11,59,2013-09-04T15:00:00Z
2013,9,4,1155,1205,-10,1327,1350,-23,MQ,3404,N720MQ,LGA,RDU,68,431,12,5,2013-09-04T16:00:00Z
2013,9,4,1155,1159,-4,1343,1344,-1,MQ,3572,N520MQ,LGA,CLE,61,419,11,59,2013-09-04T15:00:00Z
2013,9,4,1156,1200,-4,1418,1435,-17,DL,1947,N659DL,LGA,ATL,105,762,12,0,2013-09-04T16:00:00Z
2013,9,4,1156,1200,-4,1255,1310,-15,WN,295,N280WN,EWR,MDW,103,711,12,0,2013-09-04T16:00:00Z
2013,9,4,1157,1200,-3,1330,1352,-22,EV,5167,N719EV,LGA,CLE,61,419,12,0,2013-09-04T16:00:00Z
2013,9,4,1158,1159,-1,1448,1453,-5,B6,323,N827JB,JFK,LAX,304,2475,11,59,2013-09-04T15:00:00Z
2013,9,4,1158,1201,-3,1408,1447,-39,UA,1461,N77510,EWR,IAH,174,1400,12,1,2013-09-04T16:00:00Z
2013,9,4,1200,1200,0,1254,1313,-19,DL,1597,N352NB,JFK,BOS,26,187,12,0,2013-09-04T16:00:00Z
2013,9,4,1203,1205,-2,1355,1418,-23,UA,1625,N11206,EWR,DEN,212,1605,12,5,2013-09-04T16:00:00Z
2013,9,4,1204,1215,-11,1419,1440,-21,MQ,3658,N506MQ,LGA,ATL,105,762,12,15,2013-09-04T16:00:00Z
2013,9,4,1205,1205,0,1359,1410,-11,WN,1787,N7746C,EWR,DEN,218,1605,12,5,2013-09-04T16:00:00Z
2013,9,4,1207,1200,7,1348,1354,-6,US,1978,N163US,JFK,CLT,82,541,12,0,2013-09-04T16:00:00Z
2013,9,4,1208,1215,-7,1350,1405,-15,MQ,3616,N542MQ,LGA,MSP,136,1020,12,15,2013-09-04T16:00:00Z
2013,9,4,1209,1215,-6,1308,1329,-21,EV,3807,N16911,EWR,ORF,46,284,12,15,2013-09-04T16:00:00Z
2013,9,4,1209,1215,-6,1442,1508,-26,DL,1685,N342NB,LGA,MCO,124,950,12,15,2013-09-04T16:00:00Z
2013,9,4,1210,1200,10,1511,1515,-4,UA,766,N554UA,JFK,SFO,333,2586,12,0,2013-09-04T16:00:00Z
2013,9,4,1212,1215,-3,1434,1510,-36,AA,1143,N3EBAA,LGA,DFW,177,1389,12,15,2013-09-04T16:00:00Z
2013,9,4,1213,1220,-7,1341,1355,-14,MQ,3361,N856MQ,JFK,RDU,70,427,12,20,2013-09-04T16:00:00Z
2013,9,4,1213,1210,3,1444,1510,-26,UA,1155,N38727,EWR,SNA,315,2434,12,10,2013-09-04T16:00:00Z
2013,9,4,1221,1226,-5,1428,1422,6,EV,3848,N19966,EWR,CLT,86,529,12,26,2013-09-04T16:00:00Z
2013,9,4,1221,1229,-8,1403,1347,16,B6,2502,N193JB,JFK,BUF,52,301,12,29,2013-09-04T16:00:00Z
2013,9,4,1221,1125,56,1444,1425,19,UA,703,N555UA,JFK,LAX,296,2475,11,25,2013-09-04T15:00:00Z
2013,9,4,1222,1238,-16,1318,1354,-36,9E,3291,N905XJ,LGA,SYR,35,198,12,38,2013-09-04T16:00:00Z
2013,9,4,1223,1230,-7,1354,1422,-28,EV,4640,N13979,EWR,DAY,80,533,12,30,2013-09-04T16:00:00Z
2013,9,4,1224,1224,0,1323,1336,-13,UA,884,N470UA,EWR,BOS,41,200,12,24,2013-09-04T16:00:00Z
2013,9,4,1227,1240,-13,1455,1520,-25,AA,300,N4YKAA,EWR,DFW,175,1372,12,40,2013-09-04T16:00:00Z
2013,9,4,1228,1221,7,1345,1328,17,B6,34,N274JB,JFK,BTV,42,266,12,21,2013-09-04T16:00:00Z
2013,9,4,1230,1232,-2,1525,1530,-5,B6,1401,N507JB,JFK,FLL,135,1069,12,32,2013-09-04T16:00:00Z
2013,9,4,1239,1249,-10,1348,1352,-4,B6,1318,N279JB,JFK,BOS,38,187,12,49,2013-09-04T16:00:00Z
2013,9,4,1239,1245,-6,1416,1444,-28,DL,1131,N351NW,LGA,DTW,75,502,12,45,2013-09-04T16:00:00Z
2013,9,4,1239,1240,-1,1504,1525,-21,WN,4720,N697SW,EWR,HOU,185,1411,12,40,2013-09-04T16:00:00Z
2013,9,4,1240,1120,80,1357,1230,87,B6,1307,N206JB,JFK,IAD,47,228,11,20,2013-09-04T15:00:00Z
2013,9,4,1240,1240,0,1524,1545,-21,WN,42,N900WN,LGA,HOU,179,1428,12,40,2013-09-04T16:00:00Z
2013,9,4,1242,1247,-5,1525,1535,-10,B6,553,N766JB,JFK,PBI,136,1028,12,47,2013-09-04T16:00:00Z
2013,9,4,1244,1250,-6,1356,1400,-4,AA,178,N3GJAA,JFK,BOS,42,187,12,50,2013-09-04T16:00:00Z
2013,9,4,1245,1250,-5,1352,1425,-33,EV,5383,N752EV,LGA,RIC,49,292,12,50,2013-09-04T16:00:00Z
2013,9,4,1245,1245,0,1544,1600,-16,AA,1697,N5DVAA,JFK,MIA,148,1089,12,45,2013-09-04T16:00:00Z
2013,9,4,1249,1256,-7,1440,1521,-41,EV,4682,N14117,EWR,MSY,155,1167,12,56,2013-09-04T16:00:00Z
2013,9,4,1249,1250,-1,1409,1420,-11,WN,4453,N790SW,LGA,MKE,107,738,12,50,2013-09-04T16:00:00Z
2013,9,4,1249,1253,-4,1517,1554,-37,UA,1565,N24706,LGA,IAH,188,1416,12,53,2013-09-04T16:00:00Z
2013,9,4,1250,1300,-10,1425,1450,-25,MQ,3388,N849MQ,LGA,CMH,70,479,13,0,2013-09-04T17:00:00Z
2013,9,4,1252,1246,6,1458,1514,-16,UA,1605,N35407,EWR,LAS,285,2227,12,46,2013-09-04T16:00:00Z
2013,9,4,1253,1259,-6,1455,1501,-6,US,1895,N563UW,LGA,CLT,78,544,12,59,2013-09-04T16:00:00Z
2013,9,4,1254,1259,-5,1450,1507,-17,EV,5207,N614QX,LGA,CLT,81,544,12,59,2013-09-04T16:00:00Z
2013,9,4,1254,1247,7,1555,1605,-10,UA,1294,N18243,EWR,SFO,336,2565,12,47,2013-09-04T16:00:00Z
2013,9,4,1254,1300,-6,1400,1430,-30,UA,1734,N26123,EWR,ORD,107,719,13,0,2013-09-04T17:00:00Z
2013,9,4,1254,1300,-6,1359,1409,-10,US,2148,N948UW,LGA,BOS,43,184,13,0,2013-09-04T17:00:00Z
2013,9,4,1255,1300,-5,1515,1550,-35,AA,1145,N3GFAA,LGA,DFW,177,1389,13,0,2013-09-04T17:00:00Z
2013,9,4,1255,1259,-4,1519,1533,-14,DL,781,N929DL,LGA,ATL,106,762,12,59,2013-09-04T16:00:00Z
2013,9,4,1256,1259,-3,1554,1557,-3,DL,1375,N633DL,JFK,SLC,268,1990,12,59,2013-09-04T16:00:00Z
2013,9,4,1256,1300,-4,1531,1555,-24,VX,165,N635VA,EWR,LAX,312,2454,13,0,2013-09-04T17:00:00Z
2013,9,4,1256,1300,-4,1410,1415,-5,US,2181,N758US,LGA,DCA,45,214,13,0,2013-09-04T17:00:00Z
2013,9,4,1257,1300,-3,1533,1600,-27,VX,411,N625VA,JFK,LAX,312,2475,13,0,2013-09-04T17:00:00Z
2013,9,4,1257,1300,-3,1414,1434,-20,UA,687,N824UA,LGA,ORD,108,733,13,0,2013-09-04T17:00:00Z
2013,9,4,1300,1256,4,1410,1420,-10,EV,4104,N13994,EWR,BNA,109,748,12,56,2013-09-04T16:00:00Z
2013,9,4,1300,1305,-5,1456,1517,-21,EV,5283,N750EV,LGA,CVG,87,585,13,5,2013-09-04T17:00:00Z
2013,9,4,1300,1300,0,1542,1554,-12,UA,1592,N12114,EWR,MCO,132,937,13,0,2013-09-04T17:00:00Z
2013,9,4,1302,1300,2,1406,1425,-19,WN,201,N797MX,EWR,BNA,105,748,13,0,2013-09-04T17:00:00Z
2013,9,4,1302,1305,-3,1547,1610,-23,UA,1158,N24715,EWR,MIA,150,1085,13,5,2013-09-04T17:00:00Z
2013,9,4,1306,1312,-6,1603,1624,-21,B6,1639,N623JB,LGA,RSW,145,1080,13,12,2013-09-04T17:00:00Z
2013,9,4,1306,1310,-4,1419,1429,-10,EV,5797,N14905,EWR,RIC,52,277,13,10,2013-09-04T17:00:00Z
2013,9,4,1306,1045,141,1555,1352,123,B6,971,N709JB,LGA,FLL,142,1076,10,45,2013-09-04T14:00:00Z
2013,9,4,1307,1240,27,1445,1439,6,EV,5067,N759EV,EWR,DTW,78,488,12,40,2013-09-04T16:00:00Z
2013,9,4,1307,1315,-8,1502,1521,-19,9E,3795,N8696C,EWR,CVG,89,569,13,15,2013-09-04T17:00:00Z
2013,9,4,1310,1316,-6,1455,1514,-19,EV,4381,N16149,EWR,DTW,78,488,13,16,2013-09-04T17:00:00Z
2013,9,4,1312,1310,2,1529,1535,-6,FL,348,N995AT,LGA,ATL,103,762,13,10,2013-09-04T17:00:00Z
2013,9,4,1312,1315,-3,1452,1505,-13,US,2095,N117UW,EWR,CLT,80,529,13,15,2013-09-04T17:00:00Z
2013,9,4,1318,1329,-11,1505,1529,-24,MQ,3340,N804MQ,LGA,DTW,80,502,13,29,2013-09-04T17:00:00Z
2013,9,4,1320,1325,-5,1504,1528,-24,EV,4471,N13123,EWR,MSP,146,1008,13,25,2013-09-04T17:00:00Z
2013,9,4,1324,1230,54,1435,1405,30,AA,329,N434AA,LGA,ORD,101,733,12,30,2013-09-04T16:00:00Z
2013,9,4,1324,1335,-11,1605,1633,-28,DL,1935,N360NB,LGA,TPA,134,1010,13,35,2013-09-04T17:00:00Z
2013,9,4,1325,1325,0,1610,1615,-5,UA,1054,N21108,EWR,LAX,306,2454,13,25,2013-09-04T17:00:00Z
2013,9,4,1326,1329,-3,1459,1509,-10,AA,331,N565AA,LGA,ORD,109,733,13,29,2013-09-04T17:00:00Z
2013,9,4,1327,1330,-3,1525,1545,-20,WN,4103,N959WN,EWR,PHX,269,2133,13,30,2013-09-04T17:00:00Z
2013,9,4,1327,1329,-2,1444,1444,0,MQ,3760,N500MQ,EWR,ORD,106,719,13,29,2013-09-04T17:00:00Z
2013,9,4,1327,1329,-2,1748,1814,-26,UA,15,N78060,EWR,HNL,591,4963,13,29,2013-09-04T17:00:00Z
2013,9,4,1327,1325,2,1617,1630,-13,UA,295,N409UA,EWR,FLL,139,1065,13,25,2013-09-04T17:00:00Z
2013,9,4,1330,1330,0,1533,1553,-20,DL,2043,N302NB,JFK,ATL,102,760,13,30,2013-09-04T17:00:00Z
2013,9,4,1333,1253,40,1443,1413,30,EV,6054,N13970,EWR,IAD,44,212,12,53,2013-09-04T16:00:00Z
2013,9,4,1334,1340,-6,1449,1459,-10,B6,2402,N358JB,JFK,BUF,55,301,13,40,2013-09-04T17:00:00Z
2013,9,4,1334,1325,9,1532,1545,-13,F9,507,N206FR,LGA,DEN,210,1620,13,25,2013-09-04T17:00:00Z
2013,9,4,1334,1329,5,1623,1625,-2,UA,464,N842UA,EWR,PBI,137,1023,13,29,2013-09-04T17:00:00Z
2013,9,4,1336,1345,-9,1511,1520,-9,MQ,3305,N532MQ,LGA,RDU,68,431,13,45,2013-09-04T17:00:00Z
2013,9,4,1338,1347,-9,1537,1556,-19,EV,4395,N13914,EWR,IND,92,645,13,47,2013-09-04T17:00:00Z
2013,9,4,1338,1347,-9,1602,1631,-29,UA,431,N815UA,EWR,DFW,180,1372,13,47,2013-09-04T17:00:00Z
2013,9,4,1339,1345,-6,1513,1523,-10,EV,4552,N14203,EWR,GSO,66,445,13,45,2013-09-04T17:00:00Z
2013,9,4,1342,1345,-3,1609,1633,-24,B6,581,N615JB,JFK,HOU,184,1428,13,45,2013-09-04T17:00:00Z
2013,9,4,1342,1344,-2,1456,1515,-19,UA,643,N840UA,EWR,ORD,110,719,13,44,2013-09-04T17:00:00Z
2013,9,4,1342,1343,-1,1638,1701,-23,UA,1583,N37470,EWR,SFO,331,2565,13,43,2013-09-04T17:00:00Z
2013,9,4,1343,1345,-2,1612,1650,-38,AA,117,N323AA,JFK,LAX,308,2475,13,45,2013-09-04T17:00:00Z
2013,9,4,1343,1345,-2,1640,1702,-22,DL,476,N316NB,LGA,MIA,152,1096,13,45,2013-09-04T17:00:00Z
2013,9,4,1344,1345,-1,1648,1700,-12,AA,1073,N3CFAA,LGA,MIA,149,1096,13,45,2013-09-04T17:00:00Z
2013,9,4,1346,1400,-14,1459,1506,-7,B6,2480,N329JB,EWR,BOS,44,200,14,0,2013-09-04T18:00:00Z
2013,9,4,1346,1355,-9,1519,1535,-16,MQ,3493,N510MQ,LGA,CLE,66,419,13,55,2013-09-04T17:00:00Z
2013,9,4,1347,1352,-5,1452,1453,-1,EV,4207,N16963,EWR,MHT,38,209,13,52,2013-09-04T17:00:00Z
2013,9,4,1349,1359,-10,1539,1605,-26,B6,1373,N283JB,JFK,CHS,94,636,13,59,2013-09-04T17:00:00Z
2013,9,4,1350,1350,0,1625,1643,-18,B6,1783,N526JB,JFK,MCO,130,944,13,50,2013-09-04T17:00:00Z
2013,9,4,1350,1355,-5,1534,1602,-28,US,686,N676AW,EWR,PHX,261,2133,13,55,2013-09-04T17:00:00Z
2013,9,4,1351,1355,-4,1529,1542,-13,EV,4100,N12924,EWR,MEM,135,946,13,55,2013-09-04T17:00:00Z
2013,9,4,1351,1355,-4,1525,1550,-25,MQ,3567,N537MQ,LGA,CLT,76,544,13,55,2013-09-04T17:00:00Z
2013,9,4,1352,1400,-8,1504,1538,-34,9E,3357,N916XJ,LGA,BNA,108,764,14,0,2013-09-04T18:00:00Z
2013,9,4,1352,1400,-8,1449,1507,-18,US,2150,N967UW,LGA,BOS,39,184,14,0,2013-09-04T18:00:00Z
2013,9,4,1352,1400,-8,1451,1512,-21,US,2183,N746UW,LGA,DCA,38,214,14,0,2013-09-04T18:00:00Z
2013,9,4,1354,1355,-1,1501,1510,-9,UA,1146,N12221,EWR,BOS,41,200,13,55,2013-09-04T17:00:00Z
2013,9,4,1355,1400,-5,1609,1630,-21,DL,2247,N664DN,LGA,ATL,105,762,14,0,2013-09-04T18:00:00Z
2013,9,4,1356,1359,-3,1623,1654,-31,AA,1151,N3AMAA,LGA,DFW,179,1389,13,59,2013-09-04T17:00:00Z
2013,9,4,1356,1359,-3,1456,1511,-15,B6,118,N216JB,JFK,BOS,44,187,13,59,2013-09-04T17:00:00Z
2013,9,4,1357,1345,12,1543,1544,-1,US,1802,N713UW,JFK,CLT,83,541,13,45,2013-09-04T17:00:00Z
2013,9,4,1400,1410,-10,1528,1601,-33,EV,5956,N18101,LGA,CLE,62,419,14,10,2013-09-04T18:00:00Z
2013,9,4,1400,1359,1,1614,1703,-49,B6,213,N659JB,JFK,LGB,295,2465,13,59,2013-09-04T17:00:00Z
2013,9,4,1400,1355,5,1504,1520,-16,WN,491,N799SW,LGA,MDW,103,725,13,55,2013-09-04T17:00:00Z
2013,9,4,1404,1410,-6,1603,1635,-32,FL,350,N946AT,LGA,ATL,101,762,14,10,2013-09-04T18:00:00Z
